"filename", "language", "Java", "Markdown", "SQL", "HTML", "JavaScript", "CSS", "XML", "SCSS", "Properties", "Batch", "Groovy", "comment", "blank", "total"
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/addons/imagesloaded.pkgd.min.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 0, 7
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/addons/jquery.zmd.hierarchical-display.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/addons/masonry.pkgd.min.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 0, 9
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/addons/rating.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/bootstrap.js", "JavaScript", 0, 0, 0, 0, 3255, 0, 0, 0, 0, 0, 0, 314, 852, 4421
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 6
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/jquery.js", "JavaScript", 0, 0, 0, 0, 6906, 0, 0, 0, 0, 0, 0, 1890, 2076, 10872
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/jquery.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/mdb.js", "JavaScript", 0, 0, 0, 0, 11522, 0, 0, 0, 0, 0, 0, 804, 134, 12460
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/mdb.min.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 51, 0, 57
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/modules/animations-extended.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/modules/forms-free.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/modules/scrolling-navbar.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/modules/treeview.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/modules/wow.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/popper.js", "JavaScript", 0, 0, 0, 0, 1239, 0, 0, 0, 0, 0, 0, 1027, 322, 2588
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/js/popper.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 5
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/_custom-styles.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/_custom-variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_datatables-select.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 16, 4, 150
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_datatables-select2.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 16, 5, 160
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_datatables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 15, 5, 145
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_datatables2.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 15, 9, 180
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_directives.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 1, 7
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_flag.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1006, 0, 0, 0, 22, 9, 1037
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_hierarchical-display.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 8, 47
"/home/ndong/Documents/Java-Programming/spring/course-web/src/main/resources/static/vendor/mdbootstrap/scss/addons/_rating.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 10, 36
